ID_T,ID_C_T,RANK_T,PRIZE_T,LATITUDE_T,LONGITUDE_T,TYPE_T_1,TYPE_T_2,TYPE_T_3,TYPE_T_4,TYPE_T_5,TYPE_T_6
6557,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6558,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
6559,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
6560,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6561,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6562,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
6563,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6564,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6565,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
6566,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6567,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6568,5,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,0,1,0
6569,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6570,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
6571,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
6572,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6573,5,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,0,1,0
6574,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6575,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6576,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
6577,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6578,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
6579,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6580,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6581,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
6582,2,5,2406.941653260699,-34.37,-58.27,0,1,0,0,0,0
6583,4,5,2406.941653260699,49.5,18.17,0,0,0,1,0,0
6584,3,5,2406.941653260699,33.31,-86.48,0,0,1,0,0,0
6585,3,5,2406.941653260699,45.13,13.37,0,0,1,0,0,0
6586,4,5,2406.941653260699,55.36,13.0,0,0,0,1,0,0
6587,4,5,2406.941653260699,45.48,24.09,0,0,0,1,0,0
6588,3,5,2406.941653260699,47.29,11.05,0,0,1,0,0,0
6589,2,5,2406.941653260699,38.32,-0.08,0,1,0,0,0,0
6590,2,1,2406.941653260699,37.58,23.43,0,1,0,0,0,0
6591,2,1,2406.941653260699,22.09,-100.59,0,1,0,0,0,0
6592,1,1,2406.941653260699,30.27,-91.09,1,0,0,0,0,0
6593,2,1,2406.941653260699,45.35,9.16,0,1,0,0,0,0
6594,1,1,2406.941653260699,-26.15,28.08,1,0,0,0,0,0
6595,1,1,2406.941653260699,19.24,-99.09,1,0,0,0,0,0
6596,2,1,2406.941653260699,41.54,12.29,0,1,0,0,0,0
6598,2,1,2406.941653260699,42.41,23.19,0,1,0,0,0,0
6599,1,1,2406.941653260699,30.26,-84.16,1,0,0,0,0,0
6602,2,1,2406.941653260699,41.54,12.29,0,1,0,0,0,0
6603,2,1,2406.941653260699,36.48,10.11,0,1,0,0,0,0
6604,1,1,2406.941653260699,36.26,28.13,1,0,0,0,0,0
6605,2,1,2406.941653260699,49.5,18.17,0,1,0,0,0,0
6606,2,1,2406.941653260699,4.49,-75.43,0,1,0,0,0,0
6607,1,1,2406.941653260699,28.27,-16.14,1,0,0,0,0,0
6608,1,1,2406.941653260699,32.09,34.5,1,0,0,0,0,0
6609,2,1,2406.941653260699,32.05,-81.06,0,1,0,0,0,0
6610,2,1,2406.941653260699,43.49,7.46,0,1,0,0,0,0
6611,2,1,2406.941653260699,44.5,-0.34,0,1,0,0,0,0
6612,1,1,2406.941653260699,35.06,129.03,1,0,0,0,0,0
6613,1,1,2406.941653260699,38.25,27.09,1,0,0,0,0,0
6614,2,1,2406.941653260699,45.48,15.58,0,1,0,0,0,0
6615,2,1,2406.941653260699,27.2,-82.32,0,1,0,0,0,0
6616,2,1,2406.941653260699,-22.55,-49.03,0,1,0,0,0,0
6617,1,1,2406.941653260699,40.23,71.46,1,0,0,0,0,0
6618,1,1,2406.941653260699,45.07,10.02,1,0,0,0,0,0
6619,1,1,2406.941653260699,33.5,-118.17,1,0,0,0,0,0
6620,2,1,2406.941653260699,44.54,8.37,0,1,0,0,0,0
6621,2,1,2406.941653260699,49.03,8.24,0,1,0,0,0,0
6622,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
6623,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
6624,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6625,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
6626,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6627,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
6628,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6629,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
6630,1,5,2406.941653260699,-26.15,28.08,1,0,0,0,0,0
6631,2,5,2406.941653260699,39.13,9.07,0,1,0,0,0,0
6632,3,5,2406.941653260699,55.53,-4.24,0,0,1,0,0,0
6633,2,5,2406.941653260699,50.61,5.6,0,1,0,0,0,0
6634,2,5,2406.941653260699,4.36,-74.05,0,1,0,0,0,0
6635,1,5,2406.941653260699,43.39,-79.23,1,0,0,0,0,0
6636,1,5,2406.941653260699,13.5,100.29,1,0,0,0,0,0
6637,4,5,2406.941653260699,34.4,135.3,0,0,0,1,0,0
6638,2,5,2406.941653260699,41.0,41.4,0,1,0,0,0,0
6639,1,5,2406.941653260699,22.38,120.17,1,0,0,0,0,0
6640,3,5,2406.941653260699,54.41,25.19,0,0,1,0,0,0
6641,4,5,2406.941653260699,44.52,15.14,0,0,0,1,0,0
6642,4,5,2406.941653260699,56.58,23.42,0,0,0,1,0,0
6643,4,5,2406.941653260699,47.42,17.38,0,0,0,1,0,0
6644,3,5,2406.941653260699,55.31,9.29,0,0,1,0,0,0
6645,2,5,2406.941653260699,43.46,7.28,0,1,0,0,0,0
6646,2,5,2406.941653260699,36.42,3.13,0,1,0,0,0,0
6647,1,5,2406.941653260699,35.1,33.22,1,0,0,0,0,0
6648,2,5,2406.941653260699,19.24,-99.09,0,1,0,0,0,0
6649,1,5,2406.941653260699,10.04,-69.19,1,0,0,0,0,0
6650,2,5,2406.941653260699,-18.28,-69.54,0,1,0,0,0,0
6651,2,5,2406.941653260699,-25.16,-57.4,0,1,0,0,0,0
6652,1,5,2406.941653260699,22.17,114.09,1,0,0,0,0,0
6653,1,5,2406.941653260699,53.37,58.35,1,0,0,0,0,0
6654,1,5,2406.941653260699,-7.35,-110.5,1,0,0,0,0,0
6655,3,5,2406.941653260699,174.46,174.46,0,0,1,0,0,0
6656,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6657,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6658,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6659,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6660,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
6661,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6662,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
6663,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6664,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
6665,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
6666,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6667,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6668,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6669,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6670,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6671,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6672,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6673,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6674,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6675,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6676,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6677,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6678,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6679,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6680,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6681,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6682,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6683,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6684,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6685,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6686,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6687,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
6688,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6689,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6690,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6691,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6692,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
6693,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6694,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6695,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6696,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6697,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6698,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6699,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6700,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6701,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6702,2,1,2406.941653260699,49.29,17.07,0,1,0,0,0,0
6703,2,1,2406.941653260699,49.39,8.47,0,1,0,0,0,0
6704,5,1,2406.941653260699,52.58,-1.1,0,0,0,0,1,0
6705,1,1,2406.941653260699,39.08,-121.37,1,0,0,0,0,0
6706,2,1,2406.941653260699,46.01,8.58,0,1,0,0,0,0
6707,2,1,2406.941653260699,48.43,21.15,0,1,0,0,0,0
6708,2,1,2406.941653260699,50.22,18.54,0,1,0,0,0,0
6709,2,1,2406.941653260699,45.28,9.12,0,1,0,0,0,0
6710,2,1,2406.941653260699,44.43,10.36,0,1,0,0,0,0
6711,2,1,2406.941653260699,44.11,28.39,0,1,0,0,0,0
6712,2,1,2406.941653260699,52.16,10.31,0,1,0,0,0,0
6713,2,1,2406.941653260699,45.03,7.4,0,1,0,0,0,0
6714,1,1,2406.941653260699,42.06,-87.44,1,0,0,0,0,0
6715,2,1,2406.941653260699,45.2,14.27,0,1,0,0,0,0
6716,1,1,2406.941653260699,37.53,-4.46,1,0,0,0,0,0
6717,2,1,2406.941653260699,52.06,4.17,0,1,0,0,0,0
6718,2,1,2406.941653260699,47.33,10.01,0,1,0,0,0,0
6719,2,1,2406.941653260699,42.57,13.53,0,1,0,0,0,0
6720,2,1,2406.941653260699,4.36,-74.05,0,1,0,0,0,0
6721,1,1,2406.941653260699,36.59,-121.54,1,0,0,0,0,0
6722,2,1,2406.941653260699,44.04,12.34,0,1,0,0,0,0
6723,5,1,2406.941653260699,53.3,-2.15,0,0,0,0,1,0
6724,1,1,2406.941653260699,38.03,-84.3,1,0,0,0,0,0
6725,1,1,2406.941653260699,-0.57,-80.44,1,0,0,0,0,0
6726,1,1,2406.941653260699,53.13,45.0,1,0,0,0,0,0
6727,1,1,2406.941653260699,43.24,13.32,1,0,0,0,0,0
6728,2,1,2406.941653260699,42.27,11.13,0,1,0,0,0,0
6729,1,1,2406.941653260699,45.24,-72.44,1,0,0,0,0,0
6730,2,1,2406.941653260699,51.07,45.48,0,1,0,0,0,0
6731,2,1,2406.941653260699,61.3,23.45,0,1,0,0,0,0
6732,1,1,2406.941653260699,-19.49,-43.57,1,0,0,0,0,0
6733,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6734,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6735,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6736,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6737,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6738,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6739,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6740,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6741,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6742,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6743,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6744,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6745,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6746,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6747,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6748,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6749,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6750,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6751,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6752,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6753,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6754,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6755,2,2,2406.941653260699,44.5,20.3,0,1,0,0,0,0
6756,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6757,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6758,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6759,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6760,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6761,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6762,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6763,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6764,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6765,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6766,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6767,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6768,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6769,2,5,2406.941653260699,41.0,41.4,0,1,0,0,0,0
6770,2,5,2406.941653260699,5.31,-73.22,0,1,0,0,0,0
6771,2,5,2406.941653260699,-0.13,-78.3,0,1,0,0,0,0
6775,1,5,2406.941653260699,-26.15,28.08,1,0,0,0,0,0
6776,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6777,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6778,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6779,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6780,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6781,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6782,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6783,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6784,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6785,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6786,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6787,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6788,2,6,2406.941653260699,48.52,2.2,0,1,0,0,0,0
6789,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6790,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6791,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6792,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6793,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6794,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6795,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6796,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6797,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6798,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6799,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6800,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6801,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6802,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6803,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6804,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6805,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6806,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6807,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6808,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6809,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6810,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6811,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6812,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6813,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6814,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6815,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6816,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6817,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6818,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6819,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6820,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6821,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6822,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6823,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
6824,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6825,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6826,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6827,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6828,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6829,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6830,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6831,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6832,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
6833,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6834,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6835,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6836,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6837,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6838,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
6839,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6840,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6841,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6842,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6843,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6844,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6845,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6846,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
6847,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6848,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6849,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6850,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6851,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
6852,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6853,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6854,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6855,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6856,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6857,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6858,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6859,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6860,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6861,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6862,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6863,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6864,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6865,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6866,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6867,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6868,5,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,0,1,0
6869,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6870,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6871,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6872,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6873,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6874,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6875,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6876,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6877,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6878,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6879,5,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,0,1,0
6880,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6881,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6882,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6883,3,5,2406.941653260699,49.5,18.17,0,0,1,0,0,0
6884,2,5,2406.941653260699,43.13,13.37,0,1,0,0,0,0
6885,3,5,2406.941653260699,32.04,34.46,0,0,1,0,0,0
6886,2,5,2406.941653260699,62.0,-4.53,0,1,0,0,0,0
6887,2,1,2406.941653260699,52.25,16.55,0,1,0,0,0,0
6888,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6889,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6890,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6891,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6892,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6893,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6894,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6895,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6896,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
6897,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
6898,1,1,2406.941653260699,40.57,-4.07,1,0,0,0,0,0
