ID_T,ID_C_T,RANK_T,PRIZE_T,LATITUDE_T,LONGITUDE_T,TYPE_T_1,TYPE_T_2,TYPE_T_3,TYPE_T_4,TYPE_T_5,TYPE_T_6
3607,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3608,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3609,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3610,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3611,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3612,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3613,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3614,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3615,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3616,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3617,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3618,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3619,3,5,2406.941653260699,-17.5,31.03,0,0,1,0,0,0
3620,2,5,2406.941653260699,33.5,-6.03,0,1,0,0,0,0
3621,2,5,2406.941653260699,-12.03,-77.03,0,1,0,0,0,0
3622,1,5,2406.941653260699,13.45,100.31,1,0,0,0,0,0
3623,1,5,2406.941653260699,48.0,37.48,1,0,0,0,0,0
3624,2,5,2406.941653260699,38.42,-9.23,0,1,0,0,0,0
3625,2,5,2406.941653260699,-34.53,-56.11,0,1,0,0,0,0
3626,3,5,2406.941653260699,-36.52,174.46,0,0,1,0,0,0
3627,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3628,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3629,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3630,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3631,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3632,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3633,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3634,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3635,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3636,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3637,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3638,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3639,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3640,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3641,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3642,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3643,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3644,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3645,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3646,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3647,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3648,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3649,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3650,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3651,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3652,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3653,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3654,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3655,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3656,2,1,2406.941653260699,41.23,2.11,0,1,0,0,0,0
3657,2,1,2406.941653260699,-0.13,-78.3,0,1,0,0,0,0
3658,1,1,2406.941653260699,38.35,-121.3,1,0,0,0,0,0
3659,2,1,2406.941653260699,4.36,-74.05,0,1,0,0,0,0
3660,1,1,2406.941653260699,34.09,-118.38,1,0,0,0,0,0
3661,4,1,2406.941653260699,55.31,9.29,0,0,0,1,0,0
3662,6,1,2406.941653260699,50.55,-1.25,0,0,0,0,0,1
3663,1,1,2406.941653260699,33.5,-118.17,1,0,0,0,0,0
3664,2,1,2406.941653260699,-33.27,-70.4,0,1,0,0,0,0
3665,1,1,2406.941653260699,37.33,126.58,1,0,0,0,0,0
3666,4,1,2406.941653260699,50.47,6.05,0,0,0,1,0,0
3667,3,1,2406.941653260699,42.22,-71.04,0,0,1,0,0,0
3668,1,1,2406.941653260699,35.06,129.03,1,0,0,0,0,0
3669,1,1,2406.941653260699,-26.48,153.09,1,0,0,0,0,0
3670,2,1,2406.941653260699,-34.53,-56.11,0,1,0,0,0,0
3671,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3672,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3673,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3674,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3675,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3676,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3677,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3678,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3679,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3680,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3681,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3682,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3683,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3684,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3685,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3686,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3687,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3688,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3689,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3690,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3691,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3692,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3693,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3694,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3695,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3696,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3697,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3698,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3699,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3700,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3701,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3702,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3703,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3704,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3705,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3706,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3707,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3708,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3709,3,1,2406.941653260699,48.09,17.07,0,0,1,0,0,0
3710,4,1,2406.941653260699,49.58,11.21,0,0,0,1,0,0
3711,2,1,2406.941653260699,-2.1,-79.5,0,1,0,0,0,0
3712,3,1,2406.941653260699,36.1,-86.47,0,0,1,0,0,0
3713,2,1,2406.941653260699,-10.54,-37.04,0,1,0,0,0,0
3714,3,1,2406.941653260699,40.07,-88.15,0,0,1,0,0,0
3715,3,1,2406.941653260699,48.27,34.59,0,0,1,0,0,0
3716,3,1,2406.941653260699,60.1,24.58,0,0,1,0,0,0
3717,1,1,2406.941653260699,19.03,-98.1,1,0,0,0,0,0
3718,2,1,2406.941653260699,-34.36,-58.27,0,1,0,0,0,0
3719,3,1,2406.941653260699,49.36,6.09,0,0,1,0,0,0
3720,4,1,2406.941653260699,50.05,14.26,0,0,0,1,0,0
3721,1,1,2406.941653260699,-21.2,55.6,1,0,0,0,0,0
3722,6,1,2406.941653260699,54.55,-1.23,0,0,0,0,0,1
3723,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3724,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3725,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3726,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3727,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3728,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3729,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3730,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3731,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3732,5,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,0,1,0
3733,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3734,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3735,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3736,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3737,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3738,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3739,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3740,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3741,5,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,0,1,0
3742,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3743,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3745,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3750,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3751,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3752,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3753,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3754,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3755,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3756,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3757,1,1,2406.941653260699,28.32,-81.23,1,0,0,0,0,0
3758,3,5,2406.941653260699,48.09,17.07,0,0,1,0,0,0
3760,1,2,2406.941653260699,25.17,51.32,1,0,0,0,0,0
3761,1,2,2406.941653260699,13.05,80.17,1,0,0,0,0,0
3762,1,2,2406.941653260699,-34.55,138.35,1,0,0,0,0,0
3763,1,2,2406.941653260699,-33.52,151.13,1,0,0,0,0,0
3764,1,2,2406.941653260699,-36.522,174.46,1,0,0,0,0,0
3765,1,4,2406.941653260699,-37.49,144.58,1,0,0,0,0,0
3766,4,2,2406.941653260699,45.489,15.58,0,0,0,1,0,0
3767,2,2,2406.941653260699,-33.02,-71.34,0,1,0,0,0,0
3768,1,2,2406.941653260699,26.28,-80.04,1,0,0,0,0,0
3769,2,2,2406.941653260699,-34.368,-58.27,0,1,0,0,0,0
3770,3,2,2406.941653260699,37.2,-121.54,0,0,1,0,0,0
3771,3,2,2406.941653260699,43.18,5.24,0,0,1,0,0,0
3772,3,2,2406.941653260699,35.09,-90.03,0,0,1,0,0,0
3773,3,2,2406.941653260699,51.55,4.29,0,0,1,0,0,0
3774,2,2,2406.941653260699,-12.31,-38.17,0,1,0,0,0,0
3775,2,2,2406.941653260699,16.51,-99.55,0,1,0,0,0,0
3776,1,2,2406.941653260699,25.18,55.18,1,0,0,0,0,0
3777,1,2,2406.941653260699,36.11,-115.08,1,0,0,0,0,0
3778,1,3,2406.941653260699,35.4,-117.52,1,0,0,0,0,0
3779,1,3,2406.941653260699,25.46,-80.12,1,0,0,0,0,0
3780,2,2,2406.941653260699,39.28,-0.22,0,1,0,0,0,0
3781,2,2,2406.941653260699,29.46,-95.22,0,1,0,0,0,0
3782,2,3,2406.941653260699,43.45,7.25,0,1,0,0,0,0
3783,2,2,2406.941653260699,41.23,2.11,0,1,0,0,0,0
3784,2,2,2406.941653260699,33.39,-7.35,0,1,0,0,0,0
3785,2,2,2406.941653260699,38.42,-9.23,0,1,0,0,0,0
3786,2,2,2406.941653260699,48.08,11.34,0,1,0,0,0,0
3787,2,3,2406.941653260699,41.54,12.29,0,1,0,0,0,0
3788,2,3,2406.941653260699,53.33,9.59,0,1,0,0,0,0
3789,2,2,2406.941653260699,48.12,9.59,0,1,0,0,0,0
3790,2,4,2406.941653260699,48.52,2.2,0,1,0,0,0,0
3791,5,2,2406.941653260699,51.59,9.33,0,0,0,0,1,0
3792,5,2,2406.941653260699,51.3,-0.1,0,0,0,0,1,0
3793,5,2,2406.941653260699,51.42,5.19,0,0,0,0,1,0
3794,5,2,2406.941653260699,52.58,-1.1,0,0,0,0,1,0
3795,5,4,2406.941653260699,51.3,-0.1,0,0,0,0,1,0
3796,2,2,2406.941653260699,46.28,7.17,0,1,0,0,0,0
3797,2,2,2406.941653260699,56.26,12.51,0,1,0,0,0,0
3798,5,2,2406.941653260699,41.29,-71.19,0,0,0,0,1,0
3799,2,2,2406.941653260699,48.46,9.11,0,1,0,0,0,0
3800,1,2,2406.941653260699,39.46,-86.09,1,0,0,0,0,0
3801,2,2,2406.941653260699,52.09,5.23,0,1,0,0,0,0
3802,2,2,2406.941653260699,47.27,12.23,0,1,0,0,0,0
3803,1,2,2406.941653260699,34.03,-118.15,1,0,0,0,0,0
3804,2,2,2406.941653260699,45.25,13.32,0,1,0,0,0,0
3805,1,2,2406.941653260699,38.54,-77.02,1,0,0,0,0,0
3806,2,2,2406.941653260699,54.28,18.34,0,1,0,0,0,0
3807,1,3,2406.941653260699,43.39,-79.23,1,0,0,0,0,0
3808,1,3,2406.941653260699,39.1,-84.27,1,0,0,0,0,0
3809,1,2,2406.941653260699,41.18,-72.56,1,0,0,0,0,0
3810,1,4,2406.941653260699,40.43,-74.0,1,0,0,0,0,0
3811,2,2,2406.941653260699,44.26,26.06,0,1,0,0,0,0
3812,1,2,2406.941653260699,39.55,116.25,1,0,0,0,0,0
3813,3,2,2406.941653260699,13.45,100.31,0,0,1,0,0,0
3814,2,2,2406.941653260699,38.07,13.22,0,1,0,0,0,0
3815,1,2,2406.941653260699,18.58,72.5,1,0,0,0,0,0
3816,1,2,2406.941653260699,35.42,139.46,1,0,0,0,0,0
3817,3,2,2406.941653260699,49.08,6.1,0,0,1,0,0,0
3818,3,2,2406.941653260699,48.13,16.2,0,0,1,0,0,0
3819,3,2,2406.941653260699,59.2,18.03,0,0,1,0,0,0
3820,4,2,2406.941653260699,55.45,37.35,0,0,0,1,0,0
3821,3,3,2406.941653260699,40.24,-3.41,0,0,1,0,0,0
3822,4,2,2406.941653260699,47.33,7.35,0,0,0,1,0,0
3823,4,2,2406.941653260699,59.55,30.15,0,0,0,1,0,0
3824,4,2,2406.941653260699,45.45,4.51,0,0,0,1,0,0
3825,4,3,2406.941653260699,48.52,2.2,0,0,0,1,0,0
3826,4,3,2406.941653260699,31.14,121.28,0,0,0,1,0,0
3827,1,1,2406.941653260699,25.17,51.32,1,0,0,0,0,0
3828,3,6,2406.941653260699,-31.57,115.51,0,0,1,0,0,0
3829,1,1,2406.941653260699,-21.3,165.3,1,0,0,0,0,0
3830,1,1,2406.941653260699,-23.32,-46.38,1,0,0,0,0,0
3831,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3832,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3833,1,6,2406.941653260699,-37.5,145.02,1,0,0,0,0,0
3834,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3835,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3836,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3837,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3838,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3839,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3840,1,6,2406.941653260699,-37.49,144.58,1,0,0,0,0,0
3841,4,1,2406.941653260699,49.08,9.13,0,0,0,1,0,0
3842,2,1,2406.941653260699,-33.27,-70.4,0,1,0,0,0,0
3843,1,1,2406.941653260699,20.46,-156.2,1,0,0,0,0,0
3844,6,1,2406.941653260699,53.03,-3.0,0,0,0,0,0,1
3845,3,1,2406.941653260699,45.32,4.16,0,0,1,0,0,0
3846,2,1,2406.941653260699,-27.35,-48.32,0,1,0,0,0,0
3847,4,1,2406.941653260699,45.41,9.43,0,0,0,1,0,0
3848,1,1,2406.941653260699,-41.1,146.11,1,0,0,0,0,0
3849,3,1,2406.941653260699,32.47,-96.48,0,0,1,0,0,0
3850,3,1,2406.941653260699,51.06,17.0,0,0,1,0,0,0
3851,4,1,2406.941653260699,44.5,20.3,0,0,0,1,0,0
3852,3,1,2406.941653260699,37.05,-94.31,0,0,1,0,0,0
3853,3,1,2406.941653260699,47.15,6.02,0,0,1,0,0,0
3854,3,1,2406.941653260699,49.39,-1.39,0,0,1,0,0,0
3855,4,1,2406.941653260699,52.25,10.47,0,0,0,1,0,0
3856,4,1,2406.941653260699,35.0,135.45,0,0,0,1,0,0
3857,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3858,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3859,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3860,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3861,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3862,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3863,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3864,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3865,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3866,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3867,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3868,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3869,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3870,2,5,2406.941653260699,47.05,15.27,0,1,0,0,0,0
3871,2,5,2406.941653260699,-34.36,-58.27,0,1,0,0,0,0
3872,4,5,2406.941653260699,53.54,21.34,0,0,0,1,0,0
3873,2,5,2406.941653260699,46.12,6.09,0,1,0,0,0,0
3874,3,5,2406.941653260699,51.59,9.33,0,0,1,0,0,0
3875,4,5,2406.941653260699,52.22,4.54,0,0,0,1,0,0
3876,1,5,2406.941653260699,33.17,-116.52,1,0,0,0,0,0
3877,2,5,2406.941653260699,-34.1,-70.45,0,1,0,0,0,0
3878,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3879,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3880,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3881,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3882,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3883,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3884,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3885,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3886,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3887,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3888,3,5,2406.941653260699,49.3,5.59,0,0,1,0,0,0
3889,1,5,2406.941653260699,32.09,34.5,1,0,0,0,0,0
3890,2,5,2406.941653260699,-12.03,-77.03,0,1,0,0,0,0
3891,1,5,2406.941653260699,10.15,-67.36,1,0,0,0,0,0
3892,1,5,2406.941653260699,37.33,126.58,1,0,0,0,0,0
3893,1,5,2406.941653260699,25.03,121.31,1,0,0,0,0,0
3894,4,5,2406.941653260699,34.4,135.3,0,0,0,1,0,0
3895,3,5,2406.941653260699,41.2,69.18,0,0,1,0,0,0
3896,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3897,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3898,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3899,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3900,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3901,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3903,1,1,2406.941653260699,10.46,106.43,1,0,0,0,0,0
3904,1,1,2406.941653260699,-2.13,-80.58,1,0,0,0,0,0
3905,3,1,2406.941653260699,43.52,18.25,0,0,1,0,0,0
3906,1,1,2406.941653260699,26.08,-80.07,1,0,0,0,0,0
3907,2,1,2406.941653260699,41.19,16.17,0,1,0,0,0,0
3908,2,1,2406.941653260699,19.24,-99.09,0,1,0,0,0,0
3909,2,1,2406.941653260699,40.51,14.17,0,1,0,0,0,0
3910,2,1,2406.941653260699,48.31,-2.47,0,1,0,0,0,0
3911,2,1,2406.941653260699,21.53,-102.18,0,1,0,0,0,0
3912,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3913,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3914,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3915,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3916,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3917,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3918,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3919,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3920,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3921,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3922,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3923,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3924,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3925,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3926,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3927,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3928,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3929,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3930,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3931,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3932,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3933,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3934,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3935,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3936,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3937,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3938,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3939,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3940,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3941,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3942,4,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,0,1,0,0
3943,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3944,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3945,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3946,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3947,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3948,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3949,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3950,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3951,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3952,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3953,3,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,0,1,0,0,0
3954,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3955,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3956,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
3957,2,0,2406.941653260699,32.987082490552076,1.9222612200827776,0,1,0,0,0,0
3958,1,0,2406.941653260699,32.987082490552076,1.9222612200827776,1,0,0,0,0,0
